h1_window_id,nba_game_id,series_id,period,index_end_clock_seconds,home_score_differential_after_index,lag5_signed_net_points,home_control_indicator,away_control_indicator,future5_signed_net_points,h1_y10_model_eligible,future10_signed_net_points,future5_structural_failure_differential
H1W03746,0042500205,DET-CLE,1,262,2,-4,false,true,-5,True,-1,0
H1W03747,0042500205,DET-CLE,1,238,0,2,false,true,-3,True,-2,-1
H1W03748,0042500205,DET-CLE,1,219,3,-2,true,false,-6,True,-2,-1
H1W03749,0042500205,DET-CLE,1,203,0,4,true,false,-1,True,1,-1
H1W03750,0042500205,DET-CLE,1,177,0,1,true,false,-1,True,4,0
H1W03751,0042500205,DET-CLE,1,124,1,-1,true,false,3,False,,0
H1W03752,0042500205,DET-CLE,1,113,-2,4,true,false,6,False,,0
H1W03753,0042500205,DET-CLE,1,98,1,1,true,false,1,False,,0
H1W03754,0042500205,DET-CLE,1,80,1,4,true,false,1,False,,0
H1W03755,0042500205,DET-CLE,2,624,6,2,true,false,2,True,6,1
H1W03756,0042500205,DET-CLE,2,612,4,6,true,false,6,True,8,1
H1W03757,0042500205,DET-CLE,2,596,6,2,true,false,4,True,8,1
H1W03758,0042500205,DET-CLE,2,584,6,5,true,false,4,True,5,-1
H1W03759,0042500205,DET-CLE,2,563,8,2,true,false,2,True,3,-1
H1W03760,0042500205,DET-CLE,2,535,8,4,true,false,4,True,3,-1
H1W03761,0042500205,DET-CLE,2,514,10,2,true,false,2,True,1,0
H1W03762,0042500205,DET-CLE,2,497,10,6,true,false,4,True,-1,0
H1W03763,0042500205,DET-CLE,2,476,10,4,true,false,1,True,-1,1
H1W03764,0042500205,DET-CLE,2,240,7,-2,false,true,1,True,1,0
H1W03765,0042500205,DET-CLE,2,217,7,-3,false,true,1,True,3,1
H1W03766,0042500205,DET-CLE,2,206,7,-1,false,true,4,True,1,1
H1W03767,0042500205,DET-CLE,2,191,9,-1,false,true,-1,True,1,1
H1W03768,0042500205,DET-CLE,2,174,6,3,false,true,2,True,1,1
H1W03769,0042500205,DET-CLE,2,158,8,-2,true,false,0,True,-1,2
H1W03770,0042500205,DET-CLE,2,139,8,1,true,false,2,False,,1
H1W03771,0042500205,DET-CLE,2,136,11,1,true,false,-3,False,,1
H1W03772,0042500205,DET-CLE,2,118,8,4,true,false,2,False,,1
H1W03773,0042500205,DET-CLE,2,93,8,-1,true,false,-1,False,,1
H1W03774,0042500205,DET-CLE,2,90,8,2,true,false,-1,False,,0
H1W03775,0042500205,DET-CLE,3,601,5,-4,false,true,-1,True,-1,0
H1W03776,0042500205,DET-CLE,3,590,5,-2,false,true,1,True,-4,-1
H1W03777,0042500205,DET-CLE,3,572,5,-2,false,true,-1,True,-2,0
H1W03778,0042500205,DET-CLE,3,562,2,0,false,true,2,True,-1,-1
H1W03779,0042500205,DET-CLE,3,545,4,-3,false,true,0,True,-3,-1
H1W03780,0042500205,DET-CLE,3,521,4,1,false,true,0,True,-5,-1
H1W03781,0042500205,DET-CLE,3,506,6,-1,false,true,-5,True,-4,-1
H1W03782,0042500205,DET-CLE,3,416,1,0,false,true,1,True,0,0
H1W03783,0042500205,DET-CLE,3,395,3,-5,false,true,-2,True,0,0
H1W03784,0042500205,DET-CLE,3,385,1,-1,false,true,2,True,2,0
H1W03785,0042500205,DET-CLE,3,362,1,-3,false,true,-1,True,2,0
H1W03786,0042500205,DET-CLE,3,351,-1,-3,false,true,3,True,1,0
H1W03787,0042500205,DET-CLE,3,325,2,-5,false,true,-1,True,-1,0
H1W03788,0042500205,DET-CLE,3,299,1,1,false,true,2,True,-3,0
H1W03789,0042500205,DET-CLE,3,269,3,-2,false,true,0,True,-5,0
H1W03790,0042500205,DET-CLE,3,247,0,2,false,true,3,True,-4,-1
H1W03791,0042500205,DET-CLE,3,228,2,-1,false,true,-2,True,-4,-1
H1W03792,0042500205,DET-CLE,3,207,1,3,false,true,0,True,-6,-1
H1W03793,0042500205,DET-CLE,3,194,3,-1,false,true,-5,True,-8,-1
H1W03794,0042500205,DET-CLE,3,173,3,2,false,false,-5,True,-8,-1
H1W03795,0042500205,DET-CLE,3,120,-2,0,false,true,-3,False,,0
H1W03796,0042500205,DET-CLE,3,90,-2,-5,false,true,-3,False,,0
H1W03797,0042500205,DET-CLE,3,78,-4,-5,false,true,-1,False,,0
H1W03798,0042500205,DET-CLE,4,620,-2,5,false,false,-1,True,1,0
H1W03799,0042500205,DET-CLE,4,596,-2,0,false,false,-1,True,4,0
H1W03800,0042500205,DET-CLE,4,580,-5,0,false,false,2,True,7,0
H1W03801,0042500205,DET-CLE,4,557,-3,-3,false,false,0,True,5,1
H1W03802,0042500205,DET-CLE,4,526,-3,-1,false,false,2,True,5,1
H1W03803,0042500205,DET-CLE,4,517,-3,-3,false,false,2,True,8,2
H1W03804,0042500205,DET-CLE,4,445,-1,0,true,false,3,True,6,1
H1W03805,0042500205,DET-CLE,4,424,-1,2,true,false,6,True,6,0
H1W03806,0042500205,DET-CLE,4,401,2,2,true,false,3,True,6,0
H1W03807,0042500205,DET-CLE,4,368,2,5,true,false,5,True,3,0
H1W03808,0042500205,DET-CLE,4,346,2,5,true,false,3,True,6,0
H1W03809,0042500205,DET-CLE,4,328,2,5,true,false,3,True,4,0
H1W03810,0042500205,DET-CLE,4,325,5,3,true,false,0,True,1,0
H1W03811,0042500205,DET-CLE,4,308,5,6,true,false,3,True,-1,0
H1W03812,0042500205,DET-CLE,4,304,7,3,true,false,-2,True,-3,0
H1W03813,0042500205,DET-CLE,4,276,5,5,true,false,3,True,-4,0
H1W03814,0042500205,DET-CLE,4,248,5,3,true,false,1,True,-4,0
H1W03815,0042500205,DET-CLE,4,180,8,-2,true,false,-7,False,,0
H1W03816,0042500205,DET-CLE,4,156,6,3,true,false,-5,False,,0
H1W03817,0042500205,DET-CLE,4,125,6,1,true,false,-7,False,,0
H1W03818,0042500205,DET-CLE,4,118,4,1,true,false,-5,False,,0
H1W03819,0042500205,DET-CLE,4,94,4,-4,true,false,-5,False,,0
H1W03820,0042500206,DET-CLE,1,616,0,2,false,true,-1,True,-1,0
H1W03821,0042500206,DET-CLE,1,609,2,0,false,true,-6,True,0,0
H1W03822,0042500206,DET-CLE,1,581,2,2,false,true,-4,True,-2,0
H1W03823,0042500206,DET-CLE,1,569,2,0,false,true,-6,True,-2,0
H1W03824,0042500206,DET-CLE,1,420,2,0,true,false,-2,True,0,1
H1W03825,0042500206,DET-CLE,1,214,4,-3,true,false,2,True,0,-1
H1W03826,0042500206,DET-CLE,1,190,4,2,true,false,2,True,-3,-2
H1W03827,0042500206,DET-CLE,1,184,6,2,true,false,-2,True,-5,-2
H1W03828,0042500206,DET-CLE,1,159,6,7,true,false,-2,True,-5,-3
H1W03829,0042500206,DET-CLE,1,153,6,5,true,false,-2,True,-3,-2
H1W03830,0042500206,DET-CLE,1,147,6,5,true,false,-2,True,-6,-3
H1W03831,0042500206,DET-CLE,1,147,6,2,false,true,-5,True,-6,-2
H1W03832,0042500206,DET-CLE,1,127,4,2,false,true,-3,True,-6,-2
H1W03833,0042500206,DET-CLE,1,118,4,-2,false,true,-3,False,,0
H1W03834,0042500206,DET-CLE,1,103,4,-2,false,true,-1,False,,0
H1W03835,0042500206,DET-CLE,1,98,4,-2,false,true,-4,False,,1
H1W03836,0042500206,DET-CLE,1,85,1,-2,false,true,-1,False,,0
H1W03837,0042500206,DET-CLE,1,59,1,-5,false,true,-3,False,,0
H1W03838,0042500206,DET-CLE,2,643,-8,-6,false,true,0,True,-2,0
H1W03839,0042500206,DET-CLE,2,621,-10,-4,false,true,2,True,0,-1
H1W03840,0042500206,DET-CLE,2,605,-8,-6,false,true,-3,True,-2,-1
H1W03841,0042500206,DET-CLE,2,592,-8,-2,false,true,-3,True,-4,-2
H1W03842,0042500206,DET-CLE,2,583,-8,-2,false,true,-4,True,-2,-1
H1W03843,0042500206,DET-CLE,2,574,-8,0,false,true,-2,True,-2,-1
H1W03844,0042500206,DET-CLE,2,572,-8,0,false,true,-2,True,-2,1
H1W03845,0042500206,DET-CLE,2,570,-11,2,false,true,1,True,1,1
H1W03846,0042500206,DET-CLE,2,551,-11,-3,false,true,-1,True,4,1
H1W03847,0042500206,DET-CLE,2,549,-12,-3,false,true,2,True,3,1
H1W03848,0042500206,DET-CLE,2,528,-10,-4,false,true,0,True,1,2
H1W03849,0042500206,DET-CLE,2,508,-10,-2,false,true,0,True,-1,1
H1W03850,0042500206,DET-CLE,2,498,-10,-2,false,true,0,True,2,1
H1W03851,0042500206,DET-CLE,2,494,-12,1,false,true,5,True,3,1
H1W03852,0042500206,DET-CLE,2,469,-10,-1,false,true,1,True,1,1
H1W03853,0042500206,DET-CLE,2,466,-10,2,true,false,1,True,1,0
H1W03854,0042500206,DET-CLE,2,433,-10,0,true,false,-1,True,1,0
H1W03855,0042500206,DET-CLE,2,405,-10,0,true,false,2,True,-2,0
H1W03856,0042500206,DET-CLE,2,398,-7,0,true,false,-2,True,-3,0
H1W03857,0042500206,DET-CLE,2,370,-9,5,true,false,0,True,-1,0
H1W03858,0042500206,DET-CLE,2,352,-9,1,true,false,0,True,-1,0
H1W03859,0042500206,DET-CLE,2,342,-11,1,true,false,2,True,1,-1
H1W03860,0042500206,DET-CLE,2,326,-8,-1,true,false,-4,True,1,-1
H1W03861,0042500206,DET-CLE,2,314,-9,2,false,true,-1,True,-1,-1
H1W03862,0042500206,DET-CLE,2,286,-9,-2,false,true,-1,True,1,0
H1W03863,0042500206,DET-CLE,2,274,-9,0,false,true,-1,True,1,0
H1W03864,0042500206,DET-CLE,2,271,-9,0,false,true,-1,True,1,2
H1W03865,0042500206,DET-CLE,2,258,-12,2,false,true,5,True,2,2
H1W03866,0042500206,DET-CLE,2,241,-10,-4,false,true,0,True,2,2
H1W03867,0042500206,DET-CLE,2,231,-10,-1,false,true,2,True,2,1
H1W03868,0042500206,DET-CLE,2,221,-10,-1,false,true,2,True,4,1
H1W03869,0042500206,DET-CLE,2,220,-10,-1,true,false,2,True,4,0
H1W03870,0042500206,DET-CLE,2,205,-7,-1,true,false,-3,True,4,0
H1W03871,0042500206,DET-CLE,2,180,-10,5,true,false,2,True,7,0
H1W03872,0042500206,DET-CLE,2,165,-8,0,true,false,0,True,5,1
H1W03873,0042500206,DET-CLE,2,146,-8,2,true,false,2,True,5,1
H1W03874,0042500206,DET-CLE,2,134,-8,2,true,false,2,True,5,2
H1W03875,0042500206,DET-CLE,2,122,-10,2,true,false,7,False,,2
H1W03876,0042500206,DET-CLE,2,107,-8,-3,true,false,5,False,,2
H1W03877,0042500206,DET-CLE,2,94,-8,2,true,false,5,False,,0
H1W03878,0042500206,DET-CLE,2,91,-6,0,true,false,3,False,,0
H1W03879,0042500206,DET-CLE,2,80,-6,2,true,false,3,False,,-1
H1W03880,0042500206,DET-CLE,3,609,-10,-7,false,true,-3,True,-1,0
H1W03881,0042500206,DET-CLE,3,606,-12,-4,false,true,-1,True,1,0
H1W03882,0042500206,DET-CLE,3,587,-11,-6,false,true,-2,True,0,0
H1W03883,0042500206,DET-CLE,3,568,-13,-3,false,true,2,True,2,0
H1W03884,0042500206,DET-CLE,3,552,-11,-6,false,true,0,True,0,0
H1W03885,0042500206,DET-CLE,3,530,-13,-1,false,true,2,True,2,-1
H1W03886,0042500206,DET-CLE,3,514,-13,-3,false,true,2,True,2,-1
H1W03887,0042500206,DET-CLE,3,496,-13,-1,false,true,2,True,2,-1
H1W03888,0042500206,DET-CLE,3,486,-11,-2,false,true,0,True,2,0
H1W03889,0042500206,DET-CLE,3,458,-11,2,false,true,0,True,2,0
H1W03890,0042500206,DET-CLE,3,443,-11,0,false,true,0,True,4,1
H1W03891,0042500206,DET-CLE,3,426,-11,2,false,true,0,True,1,1
H1W03892,0042500206,DET-CLE,3,414,-11,2,false,true,0,True,3,1
H1W03893,0042500206,DET-CLE,3,413,-11,2,false,false,2,True,0,0
H1W03894,0042500206,DET-CLE,3,389,-11,0,false,false,2,True,3,0
H1W03895,0042500206,DET-CLE,3,373,-11,0,false,false,4,True,3,0
H1W03896,0042500206,DET-CLE,3,365,-11,0,false,false,1,True,5,0
H1W03897,0042500206,DET-CLE,3,324,-7,2,true,false,-1,True,-3,0
H1W03898,0042500206,DET-CLE,3,293,-10,4,true,false,4,True,-2,0
H1W03899,0042500206,DET-CLE,3,277,-8,1,true,false,1,True,-2,0
H1W03900,0042500206,DET-CLE,3,262,-11,3,true,false,4,True,1,0
H1W03901,0042500206,DET-CLE,3,206,-6,-1,true,false,-6,True,-6,0
H1W03902,0042500206,DET-CLE,3,185,-7,4,true,false,-3,True,-7,0
H1W03903,0042500206,DET-CLE,3,154,-7,1,true,false,-3,False,,0
H1W03904,0042500206,DET-CLE,3,127,-10,4,true,false,0,False,,0
H1W03905,0042500206,DET-CLE,3,114,-10,-2,true,false,-2,False,,0
H1W03906,0042500206,DET-CLE,3,97,-12,-2,true,false,0,False,,0
H1W03907,0042500206,DET-CLE,3,70,-10,-6,false,false,-4,False,,0
H1W03908,0042500206,DET-CLE,4,631,-12,0,true,false,0,True,0,0
H1W03909,0042500206,DET-CLE,4,620,-15,5,true,false,3,True,1,0
H1W03910,0042500206,DET-CLE,4,603,-13,-1,true,false,1,True,2,0
H1W03911,0042500206,DET-CLE,4,587,-15,1,true,false,3,True,2,0
H1W03912,0042500206,DET-CLE,4,577,-12,-1,true,false,-2,True,-1,0
H1W03913,0042500206,DET-CLE,4,536,-12,2,true,false,0,True,-3,0
H1W03914,0042500206,DET-CLE,4,527,-12,0,false,false,-2,True,-3,0
H1W03915,0042500206,DET-CLE,4,518,-12,3,false,false,1,True,-5,0
H1W03916,0042500206,DET-CLE,4,503,-12,1,false,false,-1,True,-4,0
H1W03917,0042500206,DET-CLE,4,488,-14,3,false,false,1,True,-4,0
H1W03918,0042500206,DET-CLE,4,466,-12,-2,false,false,-3,True,-3,0
H1W03919,0042500206,DET-CLE,4,453,-14,0,false,false,-1,True,-1,0
H1W03920,0042500206,DET-CLE,4,435,-11,-2,false,false,-6,True,-2,0
H1W03921,0042500206,DET-CLE,4,346,-15,-3,false,true,0,True,-3,0
H1W03922,0042500206,DET-CLE,4,329,-17,-1,false,true,4,True,-4,0
H1W03923,0042500206,DET-CLE,4,305,-16,-6,false,true,0,True,-3,0
H1W03924,0042500206,DET-CLE,4,282,-18,-3,false,true,2,True,-1,0
H1W03925,0042500206,DET-CLE,4,271,-15,-5,false,true,-3,True,-4,0
H1W03926,0042500206,DET-CLE,4,249,-15,0,false,true,-3,True,-7,0
H1W03927,0042500206,DET-CLE,4,236,-13,0,true,false,-8,True,-9,0
H1W03928,0042500206,DET-CLE,4,217,-16,4,true,false,-3,True,-6,0
H1W03929,0042500206,DET-CLE,4,197,-16,0,true,false,-3,True,-5,1
H1W03930,0042500206,DET-CLE,4,180,-18,2,false,true,-1,True,-3,0
H1W03931,0042500206,DET-CLE,4,161,-18,-3,false,true,-4,False,,0
H1W03932,0042500206,DET-CLE,4,142,-21,-3,false,true,-1,False,,0
H1W03933,0042500206,DET-CLE,4,120,-19,-8,false,true,-3,False,,1
H1W03934,0042500206,DET-CLE,4,105,-19,-3,false,true,-2,False,,0
H1W03935,0042500206,DET-CLE,4,102,-19,-3,false,true,-2,False,,2
H1W03936,0042500207,DET-CLE,1,629,-1,-1,false,false,-4,True,-1,0
H1W03937,0042500207,DET-CLE,1,611,-1,1,false,false,-4,True,-1,0
H1W03938,0042500207,DET-CLE,1,606,-1,-2,false,false,-4,True,0,0
H1W03939,0042500207,DET-CLE,1,597,-3,-2,false,false,1,True,2,0
H1W03940,0042500207,DET-CLE,1,569,-3,-4,false,false,1,True,2,0
H1W03941,0042500207,DET-CLE,1,563,-5,-2,false,false,3,True,4,0
H1W03942,0042500207,DET-CLE,1,536,-5,-4,false,false,3,True,4,0
H1W03943,0042500207,DET-CLE,1,523,-5,-4,false,false,4,True,4,0
H1W03944,0042500207,DET-CLE,1,514,-2,-4,false,false,1,True,1,0
H1W03945,0042500207,DET-CLE,1,444,-1,3,true,false,0,True,-1,0
H1W03946,0042500207,DET-CLE,1,426,-1,4,true,false,0,True,-1,0
H1W03947,0042500207,DET-CLE,1,425,-1,1,true,false,-3,True,1,1
H1W03948,0042500207,DET-CLE,1,410,-1,1,true,false,-1,True,-2,1
H1W03949,0042500207,DET-CLE,1,394,-1,1,true,false,-3,True,0,1
H1W03950,0042500207,DET-CLE,1,370,-1,1,true,false,-1,True,0,0
H1W03951,0042500207,DET-CLE,1,353,-1,0,true,false,-1,True,0,1
H1W03952,0042500207,DET-CLE,1,346,-4,0,true,false,4,True,1,1
H1W03953,0042500207,DET-CLE,1,277,-2,-1,true,false,1,True,-3,-1
H1W03954,0042500207,DET-CLE,1,273,0,-1,true,false,-3,True,-3,-1
H1W03955,0042500207,DET-CLE,1,254,-3,4,true,false,0,True,-3,-1
H1W03956,0042500207,DET-CLE,1,231,-1,-1,true,false,-5,True,-5,-1
H1W03957,0042500207,DET-CLE,1,222,-1,3,true,false,-3,True,-8,-1
H1W03958,0042500207,DET-CLE,1,217,-1,1,true,false,-4,True,-8,0
H1W03959,0042500207,DET-CLE,1,202,-3,1,true,false,0,True,-6,0
H1W03960,0042500207,DET-CLE,1,176,-3,-3,true,false,-3,True,-3,0
H1W03961,0042500207,DET-CLE,1,154,-6,0,false,true,0,True,-3,0
H1W03962,0042500207,DET-CLE,1,134,-4,-5,false,true,-5,False,,0
H1W03963,0042500207,DET-CLE,1,121,-5,-3,false,true,-4,False,,0
H1W03964,0042500207,DET-CLE,1,109,-3,-4,false,true,-6,False,,0
H1W03965,0042500207,DET-CLE,1,94,-6,0,false,true,0,False,,0
H1W03966,0042500207,DET-CLE,1,80,-6,-3,false,true,-3,False,,0
H1W03967,0042500207,DET-CLE,2,613,-8,-1,false,true,-4,True,-4,0
H1W03968,0042500207,DET-CLE,2,604,-10,-1,false,true,-2,True,-2,0
H1W03969,0042500207,DET-CLE,2,559,-10,-5,false,true,-2,True,-2,0
H1W03970,0042500207,DET-CLE,2,551,-11,-3,false,true,-1,True,-3,0
H1W03971,0042500207,DET-CLE,2,534,-11,-4,false,true,-4,True,-3,0
H1W03972,0042500207,DET-CLE,2,521,-12,-3,false,true,0,True,-4,0
H1W03973,0042500207,DET-CLE,2,500,-12,-4,false,true,0,True,-2,0
H1W03974,0042500207,DET-CLE,2,479,-12,-2,false,true,0,True,-3,-1
H1W03975,0042500207,DET-CLE,2,465,-12,-2,false,true,-2,True,-3,-1
H1W03976,0042500207,DET-CLE,2,450,-15,-1,false,true,1,True,0,-2
H1W03977,0042500207,DET-CLE,2,434,-12,-4,false,true,-4,True,-3,-2
H1W03978,0042500207,DET-CLE,2,421,-12,0,false,true,-2,True,-4,-2
H1W03979,0042500207,DET-CLE,2,389,-14,-2,false,true,-1,True,-2,0
H1W03980,0042500207,DET-CLE,2,378,-16,1,false,true,1,True,0,0
H1W03981,0042500207,DET-CLE,2,368,-14,-4,false,true,-2,True,-2,0
H1W03982,0042500207,DET-CLE,2,357,-15,-2,false,true,1,True,-3,0
H1W03983,0042500207,DET-CLE,2,343,-15,-3,false,true,-3,True,-3,1
H1W03984,0042500207,DET-CLE,2,333,-15,-1,false,true,-1,True,-5,0
H1W03985,0042500207,DET-CLE,2,325,-15,-1,false,true,-1,True,-3,0
H1W03986,0042500207,DET-CLE,2,306,-16,1,false,true,0,True,-2,0
H1W03987,0042500207,DET-CLE,2,292,-14,-2,false,true,-4,True,-1,0
H1W03988,0042500207,DET-CLE,2,281,-18,1,false,true,0,True,1,0
H1W03989,0042500207,DET-CLE,2,258,-16,-3,false,true,-4,True,-1,0
H1W03990,0042500207,DET-CLE,2,234,-16,-1,false,true,-2,True,-3,0
H1W03991,0042500207,DET-CLE,2,218,-16,-1,false,true,-2,True,-1,0
H1W03992,0042500207,DET-CLE,2,210,-18,0,false,true,3,True,-2,0
H1W03993,0042500207,DET-CLE,2,185,-18,-4,false,true,1,True,0,0
H1W03994,0042500207,DET-CLE,2,174,-20,0,false,true,3,True,0,0
H1W03995,0042500207,DET-CLE,2,155,-18,-4,false,true,-1,True,1,0
H1W03996,0042500207,DET-CLE,2,144,-18,-2,false,true,1,True,1,0
H1W03997,0042500207,DET-CLE,2,137,-15,-2,true,false,-5,False,,0
H1W03998,0042500207,DET-CLE,2,113,-17,3,true,false,-1,False,,0
H1W03999,0042500207,DET-CLE,2,99,-17,1,true,false,-3,False,,0
H1W04000,0042500207,DET-CLE,2,99,-19,3,true,false,2,False,,0
H1W04001,0042500207,DET-CLE,2,80,-17,-1,true,false,0,False,,0
H1W04002,0042500207,DET-CLE,3,641,-21,-2,false,true,2,True,0,0
H1W04003,0042500207,DET-CLE,3,434,-21,-2,false,false,2,True,2,-1
H1W04004,0042500207,DET-CLE,3,425,-18,-2,false,false,-2,True,1,-1
H1W04005,0042500207,DET-CLE,3,371,-19,2,false,true,0,True,0,0
H1W04006,0042500207,DET-CLE,3,364,-20,2,false,true,3,True,-1,0
H1W04007,0042500207,DET-CLE,3,348,-17,-2,false,true,-2,True,-4,0
H1W04008,0042500207,DET-CLE,3,332,-19,3,false,true,3,True,-4,0
H1W04009,0042500207,DET-CLE,3,307,-17,-2,false,true,-2,True,-6,0
H1W04010,0042500207,DET-CLE,3,285,-19,2,false,true,0,True,-5,0
H1W04011,0042500207,DET-CLE,3,269,-17,0,false,true,-4,True,-7,0
H1W04012,0042500207,DET-CLE,3,252,-19,3,false,true,-2,True,-7,0
H1W04013,0042500207,DET-CLE,3,235,-16,-2,false,true,-7,True,-7,0
H1W04014,0042500207,DET-CLE,3,177,-21,-4,false,true,-5,True,-3,-1
H1W04015,0042500207,DET-CLE,3,159,-23,-2,false,true,0,True,-3,-1
H1W04016,0042500207,DET-CLE,3,148,-23,-7,false,true,0,True,-3,0
H1W04017,0042500207,DET-CLE,4,626,-32,-6,false,true,0,True,-2,0
H1W04018,0042500207,DET-CLE,4,609,-32,-4,false,true,0,True,-2,-1
H1W04019,0042500207,DET-CLE,4,596,-30,-4,false,true,-2,True,-2,-1
H1W04020,0042500207,DET-CLE,4,576,-32,0,false,true,0,True,0,-1
H1W04021,0042500207,DET-CLE,4,565,-32,-2,false,true,-2,True,3,0
H1W04022,0042500207,DET-CLE,4,555,-32,0,false,true,-2,True,2,-1
H1W04023,0042500207,DET-CLE,4,542,-32,0,false,true,-2,True,2,-1
H1W04024,0042500207,DET-CLE,4,536,-32,0,false,true,0,True,-1,-1
H1W04025,0042500211,NYK-PHI,1,593,2,0,true,false,0,True,0,-1
H1W04026,0042500211,NYK-PHI,1,564,2,2,true,false,0,True,-2,-1
H1W04027,0042500211,NYK-PHI,1,559,5,2,true,false,-6,True,-5,-1
H1W04028,0042500211,NYK-PHI,1,543,5,5,true,false,-6,True,-8,-1
H1W04029,0042500211,NYK-PHI,1,530,5,3,true,false,-6,True,-6,0
H1W04030,0042500211,NYK-PHI,1,519,2,5,true,false,0,True,-3,0
H1W04031,0042500211,NYK-PHI,1,493,2,0,true,false,-2,True,-1,0
H1W04032,0042500211,NYK-PHI,1,481,-1,0,false,true,1,True,0,0
H1W04033,0042500211,NYK-PHI,1,450,-1,-6,false,true,-2,True,2,0
H1W04034,0042500211,NYK-PHI,1,439,-1,-6,false,true,0,True,0,0
H1W04035,0042500211,NYK-PHI,1,429,2,-6,false,true,-3,True,-1,0
H1W04036,0042500211,NYK-PHI,1,415,0,0,false,true,1,True,-1,0
H1W04037,0042500211,NYK-PHI,1,403,0,-2,false,true,-1,True,2,0
H1W04038,0042500211,NYK-PHI,1,395,-3,1,false,true,4,True,5,0
H1W04039,0042500211,NYK-PHI,1,380,-1,-2,false,true,0,True,6,0
H1W04040,0042500211,NYK-PHI,1,365,-1,0,false,true,2,True,6,0
H1W04041,0042500211,NYK-PHI,1,355,1,-3,false,true,-2,True,4,0
H1W04042,0042500211,NYK-PHI,1,333,-1,1,false,true,3,True,6,0
H1W04043,0042500211,NYK-PHI,1,319,1,-1,false,true,1,True,4,0
H1W04044,0042500211,NYK-PHI,1,297,-1,4,false,false,6,True,4,0
H1W04045,0042500211,NYK-PHI,1,272,1,0,false,false,4,True,5,0
H1W04046,0042500211,NYK-PHI,1,248,-1,2,false,false,6,True,7,0
H1W04047,0042500211,NYK-PHI,1,201,5,1,true,false,-2,True,-1,0
H1W04048,0042500211,NYK-PHI,1,178,5,6,true,false,1,True,-1,0
H1W04049,0042500211,NYK-PHI,1,173,5,4,true,false,1,True,1,1
H1W04050,0042500211,NYK-PHI,1,161,5,6,true,false,1,True,1,0
H1W04051,0042500211,NYK-PHI,1,157,5,3,true,false,-1,True,3,0
H1W04052,0042500211,NYK-PHI,1,150,3,3,true,false,1,True,5,0
H1W04053,0042500211,NYK-PHI,1,136,6,-2,true,false,-2,True,4,0
H1W04054,0042500211,NYK-PHI,1,124,6,1,true,false,0,True,2,-1
H1W04055,0042500211,NYK-PHI,1,123,6,1,true,false,0,True,2,1
H1W04056,0042500211,NYK-PHI,1,119,4,1,true,false,4,False,,1
H1W04057,0042500211,NYK-PHI,1,99,4,-1,true,false,4,False,,1
H1W04058,0042500211,NYK-PHI,1,90,4,1,true,false,6,False,,1
H1W04059,0042500211,NYK-PHI,2,553,9,-3,false,true,2,True,2,1
H1W04060,0042500211,NYK-PHI,2,539,9,0,false,true,2,True,0,0
H1W04061,0042500211,NYK-PHI,2,537,11,-2,false,true,-2,True,1,0
H1W04062,0042500211,NYK-PHI,2,523,8,2,false,true,3,True,2,0
H1W04063,0042500211,NYK-PHI,2,506,11,-1,false,true,0,True,-1,1
H1W04064,0042500211,NYK-PHI,2,489,11,2,false,true,0,True,-1,1
H1W04065,0042500211,NYK-PHI,2,479,11,2,false,true,-2,True,1,1
H1W04066,0042500211,NYK-PHI,2,472,9,2,false,true,3,True,3,1
H1W04067,0042500211,NYK-PHI,2,457,11,-2,false,true,-1,True,1,1
H1W04068,0042500211,NYK-PHI,2,443,11,3,false,true,-1,True,1,0
H1W04069,0042500211,NYK-PHI,2,378,10,3,false,true,2,True,6,1
H1W04070,0042500211,NYK-PHI,2,360,10,-1,false,true,2,True,8,1
H1W04071,0042500211,NYK-PHI,2,342,10,-1,false,true,4,True,5,1
H1W04072,0042500211,NYK-PHI,2,336,12,-1,false,true,2,True,5,1
H1W04073,0042500211,NYK-PHI,2,322,12,3,true,false,4,True,2,0
H1W04074,0042500211,NYK-PHI,2,315,12,0,true,false,4,True,5,0
H1W04075,0042500211,NYK-PHI,2,309,12,2,true,false,6,True,5,0
H1W04076,0042500211,NYK-PHI,2,294,14,2,true,false,1,True,4,0
H1W04077,0042500211,NYK-PHI,2,266,14,4,true,false,3,True,2,0
H1W04078,0042500211,NYK-PHI,2,242,16,2,true,false,-2,True,2,0
H1W04079,0042500211,NYK-PHI,2,226,16,4,true,false,1,True,0,0
H1W04080,0042500211,NYK-PHI,2,208,18,4,true,false,-1,True,1,0
H1W04081,0042500211,NYK-PHI,2,189,15,6,true,false,3,True,2,0
H1W04082,0042500211,NYK-PHI,2,175,17,1,true,false,-1,True,3,0
H1W04083,0042500211,NYK-PHI,2,160,14,3,true,false,4,True,6,0
H1W04084,0042500211,NYK-PHI,2,143,17,-2,true,false,-1,True,6,0
H1W04085,0042500211,NYK-PHI,2,122,17,1,true,false,2,False,,0
H1W04086,0042500211,NYK-PHI,2,119,18,-1,true,false,-1,False,,0
H1W04087,0042500211,NYK-PHI,2,109,16,3,true,false,4,False,,0
H1W04088,0042500211,NYK-PHI,2,97,18,-1,true,false,2,False,,0
H1W04089,0042500211,NYK-PHI,2,80,16,4,true,false,7,False,,0
H1W04090,0042500211,NYK-PHI,3,635,23,0,false,true,1,True,2,0
H1W04091,0042500211,NYK-PHI,3,520,25,4,true,false,5,True,3,0
