h1_window_id,nba_game_id,series_id,period,index_end_clock_seconds,home_score_differential_after_index,lag5_signed_net_points,home_control_indicator,away_control_indicator,future5_signed_net_points,h1_y10_model_eligible,future10_signed_net_points,future5_structural_failure_differential
H1W01163,0042500115,BOS-PHI,3,437,6,-3,false,true,-5,True,-2,-1
H1W01164,0042500115,BOS-PHI,3,397,1,-1,false,true,3,True,5,0
H1W01165,0042500115,BOS-PHI,3,378,3,-4,false,true,-2,True,5,0
H1W01166,0042500115,BOS-PHI,3,360,1,-2,false,true,3,True,7,0
H1W01167,0042500115,BOS-PHI,3,341,1,-5,false,true,3,True,7,0
H1W01168,0042500115,BOS-PHI,3,332,1,-3,false,true,5,True,4,0
H1W01169,0042500115,BOS-PHI,3,312,4,-3,false,true,2,True,4,1
H1W01170,0042500115,BOS-PHI,3,293,1,3,false,true,7,True,4,1
H1W01171,0042500115,BOS-PHI,3,276,4,-2,true,false,4,True,3,2
H1W01172,0042500115,BOS-PHI,3,250,4,3,true,false,4,True,0,2
H1W01173,0042500115,BOS-PHI,3,245,6,3,true,false,-1,True,-1,2
H1W01174,0042500115,BOS-PHI,3,223,6,5,true,false,2,True,-4,1
H1W01175,0042500115,BOS-PHI,3,214,8,2,true,false,-3,True,-4,1
H1W01176,0042500115,BOS-PHI,3,201,8,7,true,false,-1,True,-4,0
H1W01177,0042500115,BOS-PHI,3,179,8,4,true,false,-4,True,-4,0
H1W01178,0042500115,BOS-PHI,3,172,5,4,true,false,0,True,-4,0
H1W01179,0042500115,BOS-PHI,3,148,8,-1,true,false,-6,True,-7,0
H1W01180,0042500115,BOS-PHI,3,134,5,2,true,false,-1,False,,0
H1W01181,0042500115,BOS-PHI,3,112,7,-3,true,false,-3,False,,0
H1W01182,0042500115,BOS-PHI,3,104,4,-1,true,false,0,False,,0
H1W01183,0042500115,BOS-PHI,3,91,5,-4,true,false,-4,False,,0
H1W01184,0042500115,BOS-PHI,3,81,2,0,true,false,-1,False,,0
H1W01185,0042500115,BOS-PHI,4,627,-2,-3,false,true,-2,True,0,0
H1W01186,0042500115,BOS-PHI,4,618,-4,0,false,true,3,True,-1,0
H1W01187,0042500115,BOS-PHI,4,599,-4,-2,false,true,1,True,1,0
H1W01188,0042500115,BOS-PHI,4,592,-4,-2,false,true,1,True,1,0
H1W01189,0042500115,BOS-PHI,4,569,-4,-2,false,true,-1,True,1,0
H1W01190,0042500115,BOS-PHI,4,545,-4,-2,false,true,2,True,-2,0
H1W01191,0042500115,BOS-PHI,4,537,-1,-2,false,true,-4,True,-5,0
H1W01192,0042500115,BOS-PHI,4,510,-3,3,false,true,0,True,-5,0
H1W01193,0042500115,BOS-PHI,4,489,-3,1,false,true,0,True,-5,1
H1W01194,0042500115,BOS-PHI,4,478,-5,1,false,true,2,True,-5,1
H1W01195,0042500115,BOS-PHI,4,457,-2,-1,false,true,-4,True,-8,1
H1W01196,0042500115,BOS-PHI,4,440,-5,2,false,true,-1,True,-5,1
H1W01197,0042500115,BOS-PHI,4,406,-3,-4,false,true,-5,True,-7,1
H1W01198,0042500115,BOS-PHI,4,390,-3,0,false,true,-5,True,-9,0
H1W01199,0042500115,BOS-PHI,4,375,-3,0,false,true,-7,True,-9,0
H1W01200,0042500115,BOS-PHI,4,317,-8,-1,false,true,-2,True,-7,0
H1W01201,0042500115,BOS-PHI,4,303,-8,-5,false,true,-4,True,-5,0
H1W01202,0042500115,BOS-PHI,4,292,-10,-5,false,true,-2,True,-5,-1
H1W01203,0042500115,BOS-PHI,4,271,-10,-7,false,true,-2,True,-5,-1
H1W01204,0042500115,BOS-PHI,4,253,-10,-4,false,true,-2,True,-5,-1
H1W01205,0042500115,BOS-PHI,4,234,-10,-4,false,true,-5,True,-5,-1
H1W01206,0042500115,BOS-PHI,4,145,-15,-2,false,true,0,False,,0
H1W01207,0042500115,BOS-PHI,4,136,-13,-5,false,true,-4,False,,0
H1W01208,0042500115,BOS-PHI,4,110,-15,-1,false,true,-1,False,,0
H1W01209,0042500115,BOS-PHI,4,100,-15,-3,false,true,-1,False,,1
H1W01210,0042500116,BOS-PHI,1,631,0,2,true,false,3,True,1,0
H1W01211,0042500116,BOS-PHI,1,613,0,-2,true,false,1,True,4,0
H1W01212,0042500116,BOS-PHI,1,593,0,-2,true,false,1,True,4,0
H1W01213,0042500116,BOS-PHI,1,583,0,-2,true,false,1,True,7,0
H1W01214,0042500116,BOS-PHI,1,573,0,-2,false,false,1,True,7,0
H1W01215,0042500116,BOS-PHI,1,566,3,-2,false,false,-2,True,4,0
H1W01216,0042500116,BOS-PHI,1,549,1,3,false,false,3,True,4,0
H1W01217,0042500116,BOS-PHI,1,535,1,1,false,false,3,True,4,1
H1W01218,0042500116,BOS-PHI,1,519,1,1,false,false,6,True,2,1
H1W01219,0042500116,BOS-PHI,1,510,1,1,false,false,6,True,2,1
H1W01220,0042500116,BOS-PHI,1,505,1,1,false,false,6,True,1,1
H1W01221,0042500116,BOS-PHI,1,394,3,1,false,true,1,True,-2,1
H1W01222,0042500116,BOS-PHI,1,360,3,-4,false,true,-2,True,0,1
H1W01223,0042500116,BOS-PHI,1,342,2,-4,false,true,-1,True,-1,1
H1W01224,0042500116,BOS-PHI,1,322,4,-5,false,true,-5,True,0,1
H1W01225,0042500116,BOS-PHI,1,309,4,-1,false,true,-3,True,0,0
H1W01226,0042500116,BOS-PHI,1,293,4,-1,false,true,-3,True,0,1
H1W01227,0042500116,BOS-PHI,1,289,1,1,false,true,2,True,0,1
H1W01228,0042500116,BOS-PHI,1,264,1,-2,false,true,0,True,0,1
H1W01229,0042500116,BOS-PHI,1,260,-1,-1,false,true,5,True,1,1
H1W01230,0042500116,BOS-PHI,1,242,1,-5,false,true,3,True,-1,2
H1W01231,0042500116,BOS-PHI,1,226,1,-3,false,true,3,True,-1,1
H1W01232,0042500116,BOS-PHI,1,221,3,-3,true,false,-2,True,-3,1
H1W01233,0042500116,BOS-PHI,1,198,1,2,true,false,0,True,-1,1
H1W01234,0042500116,BOS-PHI,1,176,4,0,true,false,-4,True,-4,1
H1W01235,0042500116,BOS-PHI,2,635,-2,1,true,false,1,True,3,1
H1W01236,0042500116,BOS-PHI,2,628,-2,3,true,false,3,True,3,0
H1W01237,0042500116,BOS-PHI,2,613,1,1,true,false,0,True,0,0
H1W01238,0042500116,BOS-PHI,2,599,-1,4,true,false,2,True,2,0
H1W01239,0042500116,BOS-PHI,2,576,-1,1,true,false,0,True,4,0
H1W01240,0042500116,BOS-PHI,2,561,-1,1,true,false,2,True,1,0
H1W01241,0042500116,BOS-PHI,2,555,1,1,true,false,0,True,2,1
H1W01242,0042500116,BOS-PHI,2,531,1,3,true,false,0,True,1,1
H1W01243,0042500116,BOS-PHI,2,516,1,0,true,false,0,True,4,1
H1W01244,0042500116,BOS-PHI,2,513,-1,2,true,false,4,True,3,1
H1W01245,0042500116,BOS-PHI,2,454,1,0,true,false,4,True,5,0
H1W01246,0042500116,BOS-PHI,2,447,3,0,true,false,-1,True,3,0
H1W01247,0042500116,BOS-PHI,2,438,0,4,true,false,4,True,6,0
H1W01248,0042500116,BOS-PHI,2,418,3,-1,true,false,1,True,5,0
H1W01249,0042500116,BOS-PHI,2,397,2,2,true,false,4,True,4,0
H1W01250,0042500116,BOS-PHI,2,386,5,1,true,false,1,True,3,1
H1W01251,0042500116,BOS-PHI,2,366,2,4,true,false,4,True,4,1
H1W01252,0042500116,BOS-PHI,2,354,4,-1,false,false,2,True,5,2
H1W01253,0042500116,BOS-PHI,2,332,4,4,false,false,4,True,5,2
H1W01254,0042500116,BOS-PHI,2,321,6,1,false,false,0,True,3,2
H1W01255,0042500116,BOS-PHI,2,286,6,4,true,false,3,True,1,0
H1W01256,0042500116,BOS-PHI,2,260,8,2,true,false,1,True,-1,0
H1W01257,0042500116,BOS-PHI,2,247,6,4,true,false,3,True,1,-1
H1W01258,0042500116,BOS-PHI,2,235,8,0,true,false,-1,True,-1,-1
H1W01259,0042500116,BOS-PHI,2,215,6,2,true,false,3,True,1,-1
H1W01260,0042500116,BOS-PHI,2,201,9,0,true,false,-2,True,0,-1
H1W01261,0042500116,BOS-PHI,2,194,9,3,true,false,-2,True,0,-1
H1W01262,0042500116,BOS-PHI,2,189,9,1,true,false,-2,True,3,0
H1W01263,0042500116,BOS-PHI,2,178,7,3,true,false,0,True,2,0
H1W01264,0042500116,BOS-PHI,2,170,9,-1,true,false,-2,True,0,0
H1W01265,0042500116,BOS-PHI,2,169,7,3,false,true,2,True,0,0
H1W01266,0042500116,BOS-PHI,2,148,7,-2,false,true,2,True,2,0
H1W01267,0042500116,BOS-PHI,2,134,7,-2,false,true,5,True,2,0
H1W01268,0042500116,BOS-PHI,2,122,7,-2,false,true,2,False,,0
H1W01269,0042500116,BOS-PHI,2,109,7,0,false,true,2,False,,0
H1W01270,0042500116,BOS-PHI,2,96,9,-2,false,true,-2,False,,0
H1W01271,0042500116,BOS-PHI,2,76,9,2,false,true,0,False,,0
H1W01272,0042500116,BOS-PHI,2,68,12,2,true,false,-3,False,,0
H1W01273,0042500116,BOS-PHI,3,635,14,3,true,false,0,True,1,1
H1W01274,0042500116,BOS-PHI,3,623,14,5,true,false,0,True,-2,0
H1W01275,0042500116,BOS-PHI,3,603,14,2,true,false,-3,True,0,0
H1W01276,0042500116,BOS-PHI,3,577,14,2,true,false,-1,True,0,0
H1W01277,0042500116,BOS-PHI,3,569,14,0,true,false,-1,True,3,0
H1W01278,0042500116,BOS-PHI,3,559,14,2,true,false,1,True,3,0
H1W01279,0042500116,BOS-PHI,3,543,14,0,true,false,-2,True,3,0
H1W01280,0042500116,BOS-PHI,3,537,11,0,true,false,3,True,6,0
H1W01281,0042500116,BOS-PHI,3,520,13,-3,true,false,1,True,4,0
H1W01282,0042500116,BOS-PHI,3,472,14,-2,true,false,3,True,1,0
H1W01283,0042500116,BOS-PHI,3,450,14,3,true,false,3,True,1,-1
H1W01284,0042500116,BOS-PHI,3,447,17,1,true,false,0,True,-2,-1
H1W01285,0042500116,BOS-PHI,3,419,17,4,true,false,0,True,-4,-1
H1W01286,0042500116,BOS-PHI,3,402,17,2,true,false,-2,True,-2,-1
H1W01287,0042500116,BOS-PHI,3,394,17,5,true,false,-2,True,-2,-1
H1W01288,0042500116,BOS-PHI,3,380,17,3,true,false,-2,True,-2,0
H1W01289,0042500116,BOS-PHI,3,366,17,3,true,false,-2,True,-2,0
H1W01290,0042500116,BOS-PHI,3,353,17,0,true,false,-4,True,0,0
H1W01291,0042500116,BOS-PHI,3,343,15,0,false,true,0,True,2,0
H1W01292,0042500116,BOS-PHI,3,317,15,-2,false,true,0,True,2,0
H1W01293,0042500116,BOS-PHI,3,305,15,-2,false,true,0,True,2,0
H1W01294,0042500116,BOS-PHI,3,286,15,-2,false,true,0,True,2,0
H1W01295,0042500116,BOS-PHI,3,271,13,-2,false,true,4,True,4,0
H1W01296,0042500116,BOS-PHI,3,254,15,-4,false,true,2,True,4,0
H1W01297,0042500116,BOS-PHI,3,232,15,0,false,true,2,True,4,0
H1W01298,0042500116,BOS-PHI,3,205,15,0,false,true,2,True,6,0
H1W01299,0042500116,BOS-PHI,3,185,15,0,false,true,2,True,6,0
H1W01300,0042500116,BOS-PHI,3,173,17,0,false,true,0,True,4,0
H1W01301,0042500116,BOS-PHI,3,156,17,4,false,false,2,True,2,0
H1W01302,0042500116,BOS-PHI,3,152,17,2,false,false,2,False,,0
H1W01303,0042500116,BOS-PHI,3,144,17,2,false,false,4,False,,0
H1W01304,0042500116,BOS-PHI,3,121,17,2,false,false,4,False,,0
H1W01305,0042500116,BOS-PHI,3,102,17,2,false,false,4,False,,0
H1W01306,0042500116,BOS-PHI,3,88,19,0,false,false,0,False,,0
H1W01307,0042500116,BOS-PHI,4,638,21,2,true,false,-1,True,-3,0
H1W01308,0042500116,BOS-PHI,4,624,23,2,true,false,-3,True,-5,0
H1W01309,0042500116,BOS-PHI,4,609,20,6,true,false,0,True,-5,-1
H1W01310,0042500116,BOS-PHI,4,590,20,1,true,false,0,True,-5,-1
H1W01311,0042500116,BOS-PHI,4,575,20,1,true,false,0,True,-7,-2
H1W01312,0042500116,BOS-PHI,4,541,20,-1,true,false,-2,True,-5,-2
H1W01313,0042500116,BOS-PHI,4,536,20,-1,true,false,-2,True,-5,-2
H1W01314,0042500116,BOS-PHI,4,532,20,-3,true,false,-5,True,-3,-1
H1W01315,0042500116,BOS-PHI,4,513,20,0,true,false,-5,True,-5,-1
H1W01316,0042500116,BOS-PHI,4,498,20,0,false,true,-7,True,-3,0
H1W01317,0042500116,BOS-PHI,4,491,18,0,false,true,-3,True,-1,0
H1W01318,0042500116,BOS-PHI,4,473,18,-2,false,true,-3,True,3,0
H1W01319,0042500116,BOS-PHI,4,465,15,-2,false,true,2,True,4,0
H1W01320,0042500116,BOS-PHI,4,443,15,-5,false,true,0,True,4,0
H1W01321,0042500116,BOS-PHI,4,430,13,-5,false,true,4,True,5,0
H1W01322,0042500116,BOS-PHI,4,407,15,-7,false,true,2,True,3,0
H1W01323,0042500116,BOS-PHI,4,392,15,-3,false,true,6,True,1,0
H1W01324,0042500116,BOS-PHI,4,378,17,-3,false,true,2,True,-1,0
H1W01325,0042500116,BOS-PHI,4,365,15,2,false,true,4,True,1,0
H1W01326,0042500116,BOS-PHI,4,346,17,0,false,true,1,True,-1,0
H1W01327,0042500116,BOS-PHI,4,327,17,4,false,true,1,True,-4,-1
H1W01328,0042500116,BOS-PHI,4,226,18,1,false,true,-5,True,-1,0
H1W01329,0042500116,BOS-PHI,4,216,16,1,false,true,0,True,-1,0
H1W01330,0042500116,BOS-PHI,4,190,16,-5,false,true,-3,True,-1,0
H1W01331,0042500116,BOS-PHI,4,172,16,-3,false,true,-1,True,-3,0
H1W01332,0042500116,BOS-PHI,4,150,16,-3,false,true,-1,True,-3,0
H1W01333,0042500116,BOS-PHI,4,138,13,-2,false,true,4,False,,0
H1W01334,0042500116,BOS-PHI,4,123,16,-5,false,true,-1,False,,0
H1W01335,0042500116,BOS-PHI,4,116,13,0,false,true,2,False,,-1
H1W01336,0042500116,BOS-PHI,4,95,15,-3,false,true,-2,False,,-1
H1W01337,0042500116,BOS-PHI,4,79,15,-1,false,true,-2,False,,-1
H1W01338,0042500117,BOS-PHI,1,633,-4,-4,false,false,-2,True,-2,1
H1W01339,0042500117,BOS-PHI,1,620,-6,-2,false,false,0,True,-2,0
H1W01340,0042500117,BOS-PHI,1,611,-6,-4,false,false,-3,True,-2,1
H1W01341,0042500117,BOS-PHI,1,384,-9,-2,false,true,-1,True,3,0
H1W01342,0042500117,BOS-PHI,1,368,-11,-2,false,true,3,True,3,0
H1W01343,0042500117,BOS-PHI,1,354,-11,-4,false,true,3,True,3,0
H1W01344,0042500117,BOS-PHI,1,346,-11,-2,false,true,5,True,1,0
H1W01345,0042500117,BOS-PHI,1,330,-8,-4,false,true,2,True,0,0
H1W01346,0042500117,BOS-PHI,1,311,-10,1,false,true,4,True,0,0
H1W01347,0042500117,BOS-PHI,1,301,-8,-1,false,true,0,True,-2,0
H1W01348,0042500117,BOS-PHI,1,286,-8,3,false,true,0,True,-5,0
H1W01349,0042500117,BOS-PHI,1,279,-6,3,true,false,-4,True,-7,0
H1W01350,0042500117,BOS-PHI,1,264,-6,5,true,false,-2,True,-9,0
H1W01351,0042500117,BOS-PHI,1,243,-6,2,true,false,-4,True,-7,0
H1W01352,0042500117,BOS-PHI,1,228,-8,4,true,false,-2,True,-5,0
H1W01353,0042500117,BOS-PHI,1,216,-8,0,true,false,-5,True,-5,0
H1W01354,0042500117,BOS-PHI,1,211,-10,0,true,false,-3,True,-3,0
H1W01355,0042500117,BOS-PHI,1,197,-8,-4,true,false,-7,True,-3,0
H1W01356,0042500117,BOS-PHI,1,185,-10,-2,true,false,-3,True,-3,0
H1W01357,0042500117,BOS-PHI,1,169,-10,-4,true,false,-3,False,,1
H1W01358,0042500117,BOS-PHI,1,154,-13,-2,false,true,0,False,,1
H1W01359,0042500117,BOS-PHI,1,130,-13,-5,false,true,0,False,,1
H1W01360,0042500117,BOS-PHI,1,115,-15,-3,false,true,4,False,,1
H1W01361,0042500117,BOS-PHI,1,96,-13,-7,false,true,0,False,,1
H1W01362,0042500117,BOS-PHI,2,593,-7,2,true,false,0,True,8,0
H1W01363,0042500117,BOS-PHI,2,571,-9,6,true,false,4,True,8,0
H1W01364,0042500117,BOS-PHI,2,547,-9,2,true,false,4,True,8,0
H1W01365,0042500117,BOS-PHI,2,539,-9,2,true,false,7,True,5,0
H1W01366,0042500117,BOS-PHI,2,522,-7,0,true,false,5,True,6,1
H1W01367,0042500117,BOS-PHI,2,503,-7,2,true,false,8,True,3,1
H1W01368,0042500117,BOS-PHI,2,428,-2,7,true,false,1,True,-1,0
H1W01369,0042500117,BOS-PHI,2,412,1,5,true,false,-5,True,-4,0
H1W01370,0042500117,BOS-PHI,2,381,-1,8,true,false,-3,True,-4,0
H1W01371,0042500117,BOS-PHI,2,363,-1,4,true,false,-4,True,-4,0
H1W01372,0042500117,BOS-PHI,2,357,-4,4,false,true,1,True,-1,0
H1W01373,0042500117,BOS-PHI,2,329,-1,-2,false,true,-2,True,-1,0
H1W01374,0042500117,BOS-PHI,2,315,-4,1,false,true,1,True,-1,0
H1W01375,0042500117,BOS-PHI,2,284,-4,-5,false,true,-1,True,-1,0
H1W01376,0042500117,BOS-PHI,2,276,-5,-3,false,true,0,True,0,0
H1W01377,0042500117,BOS-PHI,2,261,-3,-4,false,true,-2,True,-2,0
H1W01378,0042500117,BOS-PHI,2,246,-3,1,false,true,1,True,-3,0
H1W01379,0042500117,BOS-PHI,2,70,-6,1,false,true,1,False,,0
H1W01380,0042500117,BOS-PHI,3,611,-9,-4,false,true,-1,True,2,0
H1W01381,0042500117,BOS-PHI,3,591,-9,-6,false,true,-1,True,2,0
H1W01382,0042500117,BOS-PHI,3,580,-11,-3,false,true,4,True,4,0
H1W01383,0042500117,BOS-PHI,3,565,-8,-5,false,true,1,True,1,0
H1W01384,0042500117,BOS-PHI,3,550,-10,1,false,true,3,True,0,0
H1W01385,0042500117,BOS-PHI,3,528,-10,-1,false,true,3,True,3,1
H1W01386,0042500117,BOS-PHI,3,521,-10,-1,false,true,3,True,1,1
H1W01387,0042500117,BOS-PHI,3,514,-7,-1,false,true,0,True,0,1
H1W01388,0042500117,BOS-PHI,3,498,-7,4,false,true,0,True,-2,1
H1W01389,0042500117,BOS-PHI,3,476,-7,1,false,true,-3,True,-2,1
H1W01390,0042500117,BOS-PHI,3,473,-7,3,true,false,0,True,-4,0
H1W01391,0042500117,BOS-PHI,3,468,-7,3,true,false,-2,True,-4,0
H1W01392,0042500117,BOS-PHI,3,458,-7,3,true,false,0,True,-4,0
H1W01393,0042500117,BOS-PHI,3,447,-7,0,true,false,-2,True,-4,0
H1W01394,0042500117,BOS-PHI,3,428,-10,0,true,false,1,True,-3,0
H1W01395,0042500117,BOS-PHI,3,398,-7,-3,true,false,-4,True,-3,0
H1W01396,0042500117,BOS-PHI,3,369,-9,0,true,false,-2,True,-1,0
H1W01397,0042500117,BOS-PHI,3,363,-7,-2,true,false,-4,True,-3,0
H1W01398,0042500117,BOS-PHI,3,352,-9,0,true,false,-2,True,-4,0
H1W01399,0042500117,BOS-PHI,3,340,-9,-2,true,false,-4,True,-4,0
H1W01400,0042500117,BOS-PHI,3,328,-11,1,false,true,1,True,-4,0
H1W01401,0042500117,BOS-PHI,3,308,-11,-4,false,true,1,True,-4,0
H1W01402,0042500117,BOS-PHI,3,298,-11,-2,false,true,1,True,-7,0
H1W01403,0042500117,BOS-PHI,3,292,-11,-4,false,true,-2,True,-5,0
H1W01404,0042500117,BOS-PHI,3,272,-13,-2,false,true,0,True,-3,0
H1W01405,0042500117,BOS-PHI,3,262,-10,-4,false,true,-5,True,-6,0
H1W01406,0042500117,BOS-PHI,3,236,-10,1,false,true,-5,True,-6,0
H1W01407,0042500117,BOS-PHI,3,212,-10,1,false,true,-8,True,-4,0
H1W01408,0042500117,BOS-PHI,3,170,-15,0,false,true,-1,True,0,0
H1W01409,0042500117,BOS-PHI,3,155,-15,-5,false,true,-1,True,2,0
H1W01410,0042500117,BOS-PHI,3,144,-18,-5,false,true,4,False,,0
H1W01411,0042500117,BOS-PHI,3,127,-16,-8,false,true,-1,False,,0
H1W01412,0042500117,BOS-PHI,3,100,-16,-3,false,true,2,False,,0
H1W01413,0042500117,BOS-PHI,3,85,-16,-3,false,true,1,False,,0
H1W01414,0042500117,BOS-PHI,3,67,-16,-1,true,false,3,False,,0
H1W01415,0042500117,BOS-PHI,4,627,-8,3,true,false,0,True,3,0
H1W01416,0042500117,BOS-PHI,4,610,-10,5,true,false,5,True,5,0
H1W01417,0042500117,BOS-PHI,4,597,-8,3,true,false,3,True,3,0
H1W01418,0042500117,BOS-PHI,4,578,-8,5,true,false,6,True,3,0
H1W01419,0042500117,BOS-PHI,4,566,-6,2,true,false,1,True,1,0
H1W01420,0042500117,BOS-PHI,4,541,-8,4,true,false,3,True,3,0
H1W01421,0042500117,BOS-PHI,4,521,-4,0,true,false,0,True,3,0
H1W01422,0042500117,BOS-PHI,4,494,-4,5,true,false,0,True,1,0
H1W01423,0042500117,BOS-PHI,4,479,-1,3,true,false,-3,True,0,0
H1W01424,0042500117,BOS-PHI,4,460,-4,6,true,false,0,True,1,-1
H1W01425,0042500117,BOS-PHI,4,444,-4,1,true,false,0,True,1,-1
H1W01426,0042500117,BOS-PHI,4,429,-4,3,true,false,3,True,1,-1
H1W01427,0042500117,BOS-PHI,4,410,-4,0,true,false,1,True,3,-1
H1W01428,0042500117,BOS-PHI,4,387,-4,0,true,false,3,True,3,-1
H1W01429,0042500117,BOS-PHI,4,378,-4,-3,false,false,1,True,3,0
H1W01430,0042500117,BOS-PHI,4,364,-4,0,false,false,1,True,3,0
H1W01431,0042500117,BOS-PHI,4,352,-1,0,false,false,-2,True,0,1
H1W01432,0042500117,BOS-PHI,4,320,-3,3,false,false,2,True,2,1
H1W01433,0042500117,BOS-PHI,4,302,-1,1,false,false,0,True,0,1
H1W01434,0042500117,BOS-PHI,4,285,-3,3,false,false,2,True,0,1
H1W01435,0042500117,BOS-PHI,4,273,-3,1,false,false,2,True,0,1
H1W01436,0042500117,BOS-PHI,4,216,-1,2,true,false,0,True,-4,0
H1W01437,0042500117,BOS-PHI,4,200,-1,0,true,false,-2,True,-4,0
H1W01438,0042500117,BOS-PHI,4,181,-1,2,true,false,-2,True,-6,0
H1W01439,0042500117,BOS-PHI,4,167,-1,2,true,false,-4,True,-6,0
H1W01440,0042500117,BOS-PHI,4,145,-1,2,true,false,-4,True,-8,0
H1W01441,0042500117,BOS-PHI,4,137,-1,0,true,false,-4,True,-6,0
H1W01442,0042500117,BOS-PHI,4,120,-3,0,true,false,-2,True,-6,0
H1W01443,0042500117,BOS-PHI,4,96,-3,-2,true,false,-4,True,-6,0
H1W01444,0042500117,BOS-PHI,4,75,-5,-2,false,false,-2,False,,0
H1W01445,0042500117,BOS-PHI,4,55,-5,-4,false,false,-4,False,,0
H1W01446,0042500117,BOS-PHI,4,33,-5,-4,false,false,-2,False,,0
H1W01447,0042500117,BOS-PHI,4,20,-5,-4,false,false,-4,False,,0
H1W01448,0042500117,BOS-PHI,4,20,-7,-2,false,false,-2,False,,0
H1W01449,0042500122,NYK-ATL,1,636,3,2,true,false,0,True,0,0
H1W01450,0042500122,NYK-ATL,1,623,1,3,true,false,5,True,2,0
H1W01451,0042500122,NYK-ATL,1,597,3,1,true,false,1,True,0,0
H1W01452,0042500122,NYK-ATL,1,582,1,3,true,false,5,True,2,0
H1W01453,0042500122,NYK-ATL,1,561,3,-1,true,false,0,True,3,0
H1W01454,0042500122,NYK-ATL,1,537,3,1,true,false,0,True,3,0
H1W01455,0042500122,NYK-ATL,1,518,6,0,true,false,-3,True,2,0
H1W01456,0042500122,NYK-ATL,1,506,4,5,true,false,-1,True,4,-1
H1W01457,0042500122,NYK-ATL,1,495,6,1,true,false,-3,True,2,0
H1W01458,0042500122,NYK-ATL,1,486,3,5,true,false,3,True,5,0
H1W01459,0042500122,NYK-ATL,1,459,3,0,true,false,3,True,5,0
H1W01460,0042500122,NYK-ATL,1,426,6,-3,true,false,2,True,1,0
H1W01461,0042500122,NYK-ATL,1,407,6,3,true,false,2,True,1,0
H1W01462,0042500122,NYK-ATL,1,106,11,3,true,false,-3,False,,-1
H1W01463,0042500122,NYK-ATL,1,98,8,5,true,false,2,False,,-1
H1W01464,0042500122,NYK-ATL,1,80,10,0,true,false,0,False,,-1
H1W01465,0042500122,NYK-ATL,1,68,8,2,true,false,2,False,,-1
H1W01466,0042500122,NYK-ATL,2,629,4,-4,false,true,0,True,-3,-1
H1W01467,0042500122,NYK-ATL,2,590,4,-7,false,true,-2,True,-1,-1
H1W01468,0042500122,NYK-ATL,2,562,4,-4,false,true,-2,True,-1,-2
H1W01469,0042500122,NYK-ATL,2,543,6,-4,false,true,-6,True,-1,-2
H1W01470,0042500122,NYK-ATL,2,517,2,0,false,true,1,True,3,-1
H1W01471,0042500122,NYK-ATL,2,398,5,5,true,false,2,True,-3,-1
H1W01472,0042500122,NYK-ATL,2,378,8,4,true,false,-4,True,-5,-1
H1W01473,0042500122,NYK-ATL,2,160,3,0,true,false,1,True,1,0
H1W01474,0042500122,NYK-ATL,2,151,4,-2,true,false,0,True,2,0
H1W01475,0042500122,NYK-ATL,2,139,4,2,true,false,3,True,2,0
H1W01476,0042500122,NYK-ATL,2,137,7,1,true,false,0,True,1,1
H1W01477,0042500122,NYK-ATL,2,122,4,6,true,false,3,False,,1
H1W01478,0042500122,NYK-ATL,2,107,4,1,true,false,0,False,,1
H1W01479,0042500122,NYK-ATL,2,95,4,1,true,false,2,False,,1
H1W01480,0042500122,NYK-ATL,2,75,7,0,true,false,-1,False,,1
H1W01481,0042500122,NYK-ATL,2,63,7,3,true,false,1,False,,0
H1W01482,0042500122,NYK-ATL,3,569,12,-2,false,true,-2,True,3,0
H1W01483,0042500122,NYK-ATL,3,549,10,0,false,true,2,True,3,0
H1W01484,0042500122,NYK-ATL,3,535,12,-4,false,true,0,True,3,0
H1W01485,0042500122,NYK-ATL,3,527,10,0,false,true,4,True,5,0
H1W01486,0042500122,NYK-ATL,3,510,12,-2,false,true,2,True,3,0
H1W01487,0042500122,NYK-ATL,3,495,10,0,false,true,5,True,2,0
H1W01488,0042500122,NYK-ATL,3,478,12,-2,false,true,1,True,2,0
H1W01489,0042500122,NYK-ATL,3,457,12,2,false,true,3,True,2,0
H1W01490,0042500122,NYK-ATL,3,447,14,0,true,false,1,True,0,0
H1W01491,0042500122,NYK-ATL,3,428,14,4,true,false,1,True,-2,0
H1W01492,0042500122,NYK-ATL,3,414,15,2,true,false,-3,True,-1,0
H1W01493,0042500122,NYK-ATL,3,404,13,5,true,false,1,True,-1,0
H1W01494,0042500122,NYK-ATL,3,375,15,1,true,false,-1,True,-3,0
H1W01495,0042500122,NYK-ATL,3,347,15,3,true,false,-1,True,-5,-1
H1W01496,0042500122,NYK-ATL,3,338,15,1,true,false,-3,True,-5,-1
H1W01497,0042500122,NYK-ATL,3,334,12,1,true,false,2,True,-4,-1
H1W01498,0042500122,NYK-ATL,3,316,14,-3,true,false,-2,True,-4,-1
H1W01499,0042500122,NYK-ATL,3,302,14,1,true,false,-2,True,-4,-1
H1W01500,0042500122,NYK-ATL,3,292,14,-1,true,false,-4,True,-1,0
H1W01501,0042500122,NYK-ATL,3,280,12,-1,true,false,-2,True,1,0
H1W01502,0042500122,NYK-ATL,3,266,14,-3,true,false,-6,True,-1,0
H1W01503,0042500122,NYK-ATL,3,244,12,2,false,true,-2,True,-1,0
H1W01504,0042500122,NYK-ATL,3,223,12,-2,false,true,-2,True,1,0
